fecha,id_transaccion,dia_semana,categoria_servicio,producto_servicio,canal_venta,vendedor,region,segmento_cliente,nombre_cliente,unidades,precio_unitario,ventas_semana_actual,costo_total,margen_bruto,margen_bruto_pct,ventas_semana_anterior,variacion_pct
2025-04-21,TC-2025-10375,Monday,Consultoría de Datos,Data Maturity Assessment,Partner,Carlos Rodríguez,El Salvador,Enterprise,Supermercados Unidos,7,4478.84,31351.88,12068.14,19283.74,61.51,29558.86,6.07
2025-04-21,TC-2025-10376,Monday,Análisis Predictivo,Detección de Anomalías,Directo,Luis Ramírez,Colombia,Enterprise,Constructora Progreso,3,13054.46,39163.38,14109.75,25053.63,63.97,34154.03,14.67
2025-04-22,TC-2025-10377,Tuesday,Consultoría de Datos,Data Maturity Assessment,Partner,Ana Martínez,México,Mid Market,Cooperativa Agrícola Sur,1,5277.12,5277.12,1494.23,3782.89,71.68,4711.05,12.02
2025-04-25,TC-2025-10378,Friday,Implementación BI,Dashboard Ejecutivo Custom,Partner,Carlos Rodríguez,El Salvador,Enterprise,Grupo Financiero Pacífico,4,9661.01,38644.04,12517.28,26126.76,67.61,43029.47,-10.19
2025-04-21,TC-2025-10379,Monday,Implementación BI,Looker Studio Pro,Directo,Valentina Torres,Costa Rica,Mid Market,Fintech Innova,3,10257.61,30772.83,12612.57,18160.26,59.01,34133.52,-9.85
2025-04-23,TC-2025-10380,Wednesday,Análisis Predictivo,Segmentación de Clientes IA,Referidos,Camila Jiménez,Colombia,Gobierno,Ministerio de Educación GT,3,12153.97,36461.91,13528.59,22933.32,62.9,31622.96,15.3
2025-04-24,TC-2025-10381,Thursday,Implementación BI,Looker Studio Pro,Referidos,Roberto Morales,México,Mid Market,Distribuidora El Pino,1,10530.81,10530.81,4121.16,6409.65,60.87,12106.79,-13.02
2025-04-26,TC-2025-10382,Saturday,Implementación BI,Tableau Implementation,Digital,Camila Jiménez,Guatemala,Mid Market,Distribuidora El Pino,3,13553.58,40660.74,15425.55,25235.19,62.06,45923.92,-11.46
2025-04-23,TC-2025-10383,Wednesday,Soporte & Mantenimiento,SLA Premium 24/7,Partner,Diego López,El Salvador,Mid Market,Fintech Innova,2,4074.47,8148.94,2470.32,5678.62,69.69,8430.5,-3.34
2025-04-27,TC-2025-10384,Sunday,Análisis Predictivo,Forecasting de Ventas ML,Directo,Diego López,El Salvador,Enterprise,Corporación Retail Max,3,15267.16,45801.48,15240.63,30560.85,66.72,41604.88,10.09
2025-04-27,TC-2025-10385,Sunday,Consultoría de Datos,Data Strategy & Roadmap,Digital,Camila Jiménez,México,Mid Market,Distribuidora El Pino,4,8426.55,33706.2,12421.96,21284.24,63.15,33197.47,1.53
2025-04-24,TC-2025-10386,Thursday,Soporte & Mantenimiento,Soporte Técnico On-site,Referidos,Camila Jiménez,México,Gobierno,Secretaría de Salud CO,1,3094.14,3094.14,921.71,2172.43,70.21,3016.39,2.58
2025-04-21,TC-2025-10387,Monday,Implementación BI,Data Warehouse Setup,Directo,Sofía Hernández,Guatemala,SMB,Eventos Premium CO,2,18031.86,36063.72,13267.4,22796.32,63.21,40734.43,-11.47
2025-04-22,TC-2025-10388,Tuesday,Implementación BI,Power BI Enterprise,Directo,Camila Jiménez,México,Enterprise,Aseguradora Continental,4,12767.55,51070.2,19547.4,31522.8,61.72,54917.18,-7.01
2025-04-24,TC-2025-10389,Thursday,Análisis Predictivo,Forecasting de Ventas ML,Partner,Valentina Torres,Colombia,Mid Market,Manufactura Tica,2,14194.21,28388.42,11197.5,17190.92,60.56,25420.27,11.68
2025-04-27,TC-2025-10390,Sunday,Capacitación Tech,Workshop SQL Avanzado,Digital,Diego López,México,SMB,Servicios Técnicos CR,1,1839.41,1839.41,497.64,1341.77,72.95,1872.49,-1.77
2025-04-27,TC-2025-10391,Sunday,Consultoría de Datos,Data Maturity Assessment,Partner,María Pérez,Guatemala,Mid Market,Agroexport SA,1,4497.84,4497.84,1648.78,2849.06,63.34,3871.5,16.18
2025-04-23,TC-2025-10392,Wednesday,Capacitación Tech,Bootcamp Data Science,Digital,María Pérez,El Salvador,SMB,Consultora Local MX,2,4424.59,8849.18,2661.88,6187.3,69.92,8905.51,-0.63
2025-04-23,TC-2025-10393,Wednesday,Capacitación Tech,Certificación BI Analista,Directo,Sofía Hernández,México,Mid Market,Manufactura Tica,3,3462.27,10386.81,2874.24,7512.57,72.33,11113.29,-6.54
2025-04-24,TC-2025-10394,Thursday,Soporte & Mantenimiento,Licencias Power BI Pro,Partner,Sofía Hernández,México,Gobierno,CEPAL Regional,3,904.14,2712.42,2008.92,703.5,25.94,2804.94,-3.3
2025-04-26,TC-2025-10395,Saturday,Consultoría de Datos,Data Quality Framework,Directo,María Pérez,Guatemala,Enterprise,Supermercados Unidos,5,5575.97,27879.85,9664.05,18215.8,65.34,27313.19,2.07
2025-04-26,TC-2025-10396,Saturday,Implementación BI,Data Warehouse Setup,Partner,Ana Martínez,México,Enterprise,Telecomunicaciones del Sur,3,19954.23,59862.69,23122.14,36740.55,61.37,67895.57,-11.83
2025-04-21,TC-2025-10397,Monday,Consultoría de Datos,Data Governance Assessment,Directo,Luis Ramírez,El Salvador,Gobierno,INSAFORP El Salvador,1,6889.94,6889.94,2108.06,4781.88,69.4,6885.87,0.06
2025-04-22,TC-2025-10398,Tuesday,Consultoría de Datos,Data Maturity Assessment,Directo,María Pérez,México,SMB,Panadería Industrial GT,2,4558.27,9116.54,3008.72,6107.82,67.0,8477.36,7.54
2025-04-27,TC-2025-10399,Sunday,Consultoría de Datos,Data Strategy & Roadmap,Digital,Luis Ramírez,Colombia,Mid Market,Importadora Centroam,3,8878.79,26636.37,9039.54,17596.83,66.06,26433.09,0.77
2025-04-25,TC-2025-10400,Friday,Análisis Predictivo,Detección de Anomalías,Partner,Roberto Morales,México,Mid Market,Hotel Cadena Pacífico,3,13255.78,39767.34,13161.24,26606.1,66.9,33070.54,20.25
2025-04-27,TC-2025-10401,Sunday,Consultoría de Datos,Data Quality Framework,Directo,Ana Martínez,Guatemala,Mid Market,Agroexport SA,2,5702.36,11404.72,3880.78,7523.94,65.97,9729.18,17.22
2025-04-27,TC-2025-10402,Sunday,Soporte & Mantenimiento,Licencias Power BI Pro,Directo,Roberto Morales,Colombia,SMB,Panadería Industrial GT,1,887.79,887.79,646.12,241.67,27.22,914.64,-2.94
2025-04-23,TC-2025-10403,Wednesday,Implementación BI,Tableau Implementation,Directo,Valentina Torres,Colombia,Mid Market,Agencia Digital Norte,1,14294.74,14294.74,5270.81,9023.93,63.13,16373.39,-12.7
2025-04-27,TC-2025-10404,Sunday,Soporte & Mantenimiento,Dashboard Maintenance,Directo,Valentina Torres,Colombia,SMB,Panadería Industrial GT,1,1402.08,1402.08,492.83,909.25,64.85,1391.06,0.79
2025-04-25,TC-2025-10405,Friday,Análisis Predictivo,Segmentación de Clientes IA,Digital,Sofía Hernández,México,Mid Market,Distribuidora El Pino,1,11229.38,11229.38,4307.27,6922.11,61.64,9404.08,19.41
2025-04-23,TC-2025-10406,Wednesday,Capacitación Tech,Workshop Power BI Avanzado,Directo,Andrés García,El Salvador,Mid Market,Hotel Cadena Pacífico,4,2594.66,10378.64,2584.88,7793.76,75.09,11198.53,-7.32
2025-04-22,TC-2025-10407,Tuesday,Implementación BI,Tableau Implementation,Directo,Luis Ramírez,Colombia,Enterprise,Telecomunicaciones del Sur,8,13561.34,108490.72,43166.32,65324.4,60.21,109923.57,-1.3
2025-04-24,TC-2025-10408,Thursday,Soporte & Mantenimiento,SLA Estándar,Directo,Ana Martínez,Costa Rica,Enterprise,Corporación Retail Max,7,2000.34,14002.38,4354.7,9647.68,68.9,14643.21,-4.38
2025-04-21,TC-2025-10409,Monday,Análisis Predictivo,Segmentación de Clientes IA,Referidos,Camila Jiménez,El Salvador,SMB,Academia Digital SV,2,12292.43,24584.86,8903.86,15681.0,63.78,20900.73,17.63
2025-04-27,TC-2025-10410,Sunday,Consultoría de Datos,Data Governance Assessment,Referidos,Ana Martínez,El Salvador,Mid Market,Educativa Futuro,3,6543.54,19630.62,6194.97,13435.65,68.44,17429.34,12.63
2025-04-22,TC-2025-10411,Tuesday,Soporte & Mantenimiento,Soporte Técnico On-site,Digital,Andrés García,México,Mid Market,Clínica Santa Rosa,2,2883.93,5767.86,2018.32,3749.54,65.01,5455.09,5.73
2025-04-24,TC-2025-10412,Thursday,Soporte & Mantenimiento,SLA Premium 24/7,Directo,Carlos Rodríguez,México,SMB,Servicios Técnicos CR,1,3412.58,3412.58,1211.2,2201.38,64.51,3389.86,0.67
2025-04-21,TC-2025-10413,Monday,Implementación BI,Dashboard Ejecutivo Custom,Digital,Sofía Hernández,El Salvador,Mid Market,Manufactura Tica,4,9609.49,38437.96,12517.12,25920.84,67.44,42528.33,-9.62
2025-04-27,TC-2025-10414,Sunday,Análisis Predictivo,Detección de Anomalías,Directo,María Pérez,Guatemala,SMB,PyME Tech,1,10357.62,10357.62,4157.14,6200.48,59.86,8712.18,18.89
2025-04-25,TC-2025-10415,Friday,Implementación BI,Looker Studio Pro,Partner,Sofía Hernández,Colombia,Mid Market,Distribuidora El Pino,3,12240.85,36722.55,12073.38,24649.17,67.12,41781.41,-12.11
2025-04-25,TC-2025-10416,Friday,Análisis Predictivo,Detección de Anomalías,Digital,Camila Jiménez,El Salvador,SMB,Servicios Técnicos CR,2,11232.97,22465.94,8998.4,13467.54,59.95,18318.03,22.64
2025-04-21,TC-2025-10417,Monday,Análisis Predictivo,Modelo de Churn Prediction,Directo,Ana Martínez,Costa Rica,Enterprise,Corporación Retail Max,5,14062.27,70311.35,26827.65,43483.7,61.84,62526.98,12.45
2025-04-25,TC-2025-10418,Friday,Implementación BI,Dashboard Ejecutivo Custom,Partner,Andrés García,Colombia,Enterprise,Corporación Retail Max,7,7931.11,55517.77,23193.66,32324.11,58.22,58165.42,-4.55
2025-04-27,TC-2025-10419,Sunday,Análisis Predictivo,Modelo de Churn Prediction,Partner,Valentina Torres,México,Mid Market,Cooperativa Agrícola Sur,1,16906.39,16906.39,5582.68,11323.71,66.98,13620.74,24.12
2025-04-25,TC-2025-10420,Friday,Consultoría de Datos,Data Quality Framework,Directo,Carlos Rodríguez,El Salvador,Mid Market,Agencia Digital Norte,4,5433.66,21734.64,7832.68,13901.96,63.96,19315.7,12.52
2025-04-26,TC-2025-10421,Saturday,Análisis Predictivo,Forecasting de Ventas ML,Partner,Roberto Morales,México,SMB,Consultora Local MX,2,14725.33,29450.66,10278.66,19172.0,65.1,23987.09,22.78
2025-04-23,TC-2025-10422,Wednesday,Capacitación Tech,Certificación BI Analista,Partner,Roberto Morales,Guatemala,Enterprise,Constructora Progreso,4,3344.08,13376.32,4145.28,9231.04,69.01,14550.91,-8.07
2025-04-24,TC-2025-10423,Thursday,Implementación BI,Dashboard Ejecutivo Custom,Digital,Camila Jiménez,Guatemala,Enterprise,Corporación Retail Max,8,9196.63,73573.04,25770.48,47802.56,64.97,79038.58,-6.92
2025-04-22,TC-2025-10424,Tuesday,Análisis Predictivo,Scoring de Crédito,Directo,Ana Martínez,El Salvador,Enterprise,Logística Global Pac,4,14552.52,58210.08,27584.08,30626.0,52.61,48307.87,20.5
2025-04-21,TC-2025-10425,Monday,Implementación BI,Looker Studio Pro,Referidos,Roberto Morales,México,Mid Market,Educativa Futuro,1,11199.22,11199.22,3968.9,7230.32,64.56,11844.07,-5.44
2025-04-22,TC-2025-10426,Tuesday,Soporte & Mantenimiento,SLA Estándar,Directo,Valentina Torres,Colombia,Enterprise,Supermercados Unidos,7,1625.69,11379.83,4218.27,7161.56,62.93,11017.5,3.29
2025-04-24,TC-2025-10427,Thursday,Análisis Predictivo,Detección de Anomalías,Digital,Ana Martínez,El Salvador,Mid Market,Fintech Innova,1,12811.42,12811.42,4697.0,8114.42,63.34,10845.17,18.13
2025-04-21,TC-2025-10428,Monday,Soporte & Mantenimiento,Licencias Power BI Pro,Partner,Diego López,Colombia,SMB,PyME Tech,2,761.8,1523.6,1365.3,158.3,10.39,1436.46,6.07
2025-04-27,TC-2025-10429,Sunday,Análisis Predictivo,Segmentación de Clientes IA,Partner,Valentina Torres,El Salvador,Enterprise,Constructora Progreso,6,12630.92,75785.52,25789.8,49995.72,65.97,65182.78,16.27
2025-04-24,TC-2025-10430,Thursday,Capacitación Tech,Workshop Python Analytics,Directo,Ana Martínez,El Salvador,Mid Market,Agroexport SA,3,2263.81,6791.43,2250.66,4540.77,66.86,7308.22,-7.07
2025-04-25,TC-2025-10431,Friday,Consultoría de Datos,Data Governance Assessment,Partner,Roberto Morales,El Salvador,Mid Market,Agencia Digital Norte,2,5906.71,11813.42,4042.92,7770.5,65.78,10815.96,9.22
2025-04-23,TC-2025-10432,Wednesday,Capacitación Tech,Certificación BI Analista,Directo,Andrés García,México,Mid Market,Agencia Digital Norte,3,3386.12,10158.36,2660.76,7497.6,73.81,10145.49,0.13
2025-04-27,TC-2025-10433,Sunday,Soporte & Mantenimiento,Soporte Técnico On-site,Digital,Luis Ramírez,Colombia,Mid Market,Distribuidora El Pino,2,2631.74,5263.48,1920.44,3343.04,63.51,5320.91,-1.08
2025-04-21,TC-2025-10434,Monday,Soporte & Mantenimiento,SLA Premium 24/7,Digital,Sofía Hernández,El Salvador,Mid Market,Manufactura Tica,3,3808.48,11425.44,3376.11,8049.33,70.45,11004.03,3.83
2025-04-24,TC-2025-10435,Thursday,Consultoría de Datos,Data Governance Assessment,Digital,María Pérez,El Salvador,Mid Market,Agroexport SA,2,6748.83,13497.66,4313.08,9184.58,68.05,12251.09,10.18
2025-04-21,TC-2025-10436,Monday,Soporte & Mantenimiento,Soporte Técnico On-site,Directo,Roberto Morales,El Salvador,Enterprise,Aseguradora Continental,5,3014.0,15070.0,4514.55,10555.45,70.04,14370.39,4.87
2025-04-24,TC-2025-10437,Thursday,Implementación BI,Looker Studio Pro,Referidos,Valentina Torres,El Salvador,SMB,Panadería Industrial GT,1,12662.78,12662.78,4189.69,8473.09,66.91,14131.34,-10.39
2025-04-22,TC-2025-10438,Tuesday,Consultoría de Datos,Data Governance Assessment,Partner,Ana Martínez,México,Gobierno,Ministerio de Hacienda SV,3,6023.17,18069.51,6289.86,11779.65,65.19,17385.25,3.94
2025-04-27,TC-2025-10439,Sunday,Consultoría de Datos,Data Quality Framework,Directo,Camila Jiménez,Guatemala,Gobierno,Secretaría de Salud CO,1,6192.88,6192.88,2068.15,4124.73,66.6,6092.33,1.65
2025-04-26,TC-2025-10440,Saturday,Capacitación Tech,Workshop Power BI Avanzado,Referidos,Andrés García,Costa Rica,Enterprise,Farmacéutica Centroam,3,1993.94,5981.82,1913.25,4068.57,68.02,6621.3,-9.66
2025-04-23,TC-2025-10441,Wednesday,Análisis Predictivo,Forecasting de Ventas ML,Partner,María Pérez,México,Mid Market,Fintech Innova,4,14076.05,56304.2,19824.08,36480.12,64.79,46128.92,22.06
2025-04-24,TC-2025-10442,Thursday,Análisis Predictivo,Forecasting de Ventas ML,Referidos,Camila Jiménez,Guatemala,SMB,Servicios Técnicos CR,1,14537.74,14537.74,5253.95,9283.79,63.86,11949.87,21.66
2025-04-27,TC-2025-10443,Sunday,Consultoría de Datos,Data Maturity Assessment,Referidos,Sofía Hernández,El Salvador,Mid Market,Distribuidora El Pino,3,5148.18,15444.54,4733.97,10710.57,69.35,14097.44,9.56
2025-04-25,TC-2025-10444,Friday,Implementación BI,Looker Studio Pro,Directo,Ana Martínez,El Salvador,Enterprise,Supermercados Unidos,4,11678.49,46713.96,17102.04,29611.92,63.39,52125.48,-10.38
2025-04-24,TC-2025-10445,Thursday,Implementación BI,Power BI Enterprise,Directo,Camila Jiménez,México,Mid Market,Fintech Innova,3,11689.91,35069.73,14140.71,20929.02,59.68,38376.9,-8.62
2025-04-22,TC-2025-10446,Tuesday,Consultoría de Datos,Data Governance Assessment,Directo,María Pérez,Colombia,Enterprise,Farmacéutica Centroam,7,6704.69,46932.83,14001.05,32931.78,70.17,41402.14,13.36
2025-04-24,TC-2025-10447,Thursday,Consultoría de Datos,Arquitectura de Datos,Referidos,Luis Ramírez,México,Mid Market,Agencia Digital Norte,4,10238.35,40953.4,14648.68,26304.72,64.23,39887.57,2.67
2025-04-25,TC-2025-10448,Friday,Capacitación Tech,Bootcamp Data Science,Partner,Camila Jiménez,Colombia,Mid Market,Distribuidora El Pino,1,4569.67,4569.67,1420.63,3149.04,68.91,4366.09,4.66
2025-04-27,TC-2025-10449,Sunday,Soporte & Mantenimiento,Soporte Técnico On-site,Partner,Valentina Torres,Costa Rica,Enterprise,Logística Global Pac,7,3272.58,22908.06,6519.59,16388.47,71.54,22025.74,4.01
2025-04-22,TC-2025-10450,Tuesday,Soporte & Mantenimiento,Dashboard Maintenance,Partner,Ana Martínez,Guatemala,Mid Market,Agroexport SA,4,1693.45,6773.8,2024.24,4749.56,70.12,6810.78,-0.54
2025-04-24,TC-2025-10451,Thursday,Consultoría de Datos,Data Maturity Assessment,Referidos,Valentina Torres,México,Enterprise,Energía Renovable SA,2,4201.49,8402.98,3246.24,5156.74,61.37,8045.24,4.45
2025-04-21,TC-2025-10452,Monday,Implementación BI,Dashboard Ejecutivo Custom,Directo,Sofía Hernández,Guatemala,Mid Market,Clínica Santa Rosa,1,9608.44,9608.44,3166.5,6441.94,67.04,9858.14,-2.53
2025-04-23,TC-2025-10453,Wednesday,Capacitación Tech,Certificación BI Analista,Partner,Ana Martínez,El Salvador,Mid Market,Educativa Futuro,2,2971.64,5943.28,1810.82,4132.46,69.53,6390.96,-7.0
2025-04-22,TC-2025-10454,Tuesday,Consultoría de Datos,Data Quality Framework,Directo,Sofía Hernández,Colombia,Mid Market,Clínica Santa Rosa,2,5110.15,10220.3,4065.6,6154.7,60.22,8724.67,17.14
2025-04-25,TC-2025-10455,Friday,Análisis Predictivo,Scoring de Crédito,Partner,Diego López,El Salvador,SMB,Panadería Industrial GT,2,16766.01,33532.02,12680.96,20851.06,62.18,29630.49,13.17
2025-04-22,TC-2025-10456,Tuesday,Consultoría de Datos,Data Maturity Assessment,Directo,Diego López,México,SMB,Restaurantes La Plaza,1,4034.34,4034.34,1561.35,2472.99,61.3,3523.55,14.5
2025-04-24,TC-2025-10457,Thursday,Consultoría de Datos,Data Maturity Assessment,Digital,Ana Martínez,Guatemala,Gobierno,SIECA Guatemala,1,4177.8,4177.8,1544.8,2633.0,63.02,3967.93,5.29
2025-04-21,TC-2025-10458,Monday,Capacitación Tech,Certificación BI Analista,Digital,Roberto Morales,El Salvador,Mid Market,Cooperativa Agrícola Sur,1,3553.77,3553.77,932.79,2620.98,73.75,3896.71,-8.8
2025-04-23,TC-2025-10459,Wednesday,Soporte & Mantenimiento,Licencias Power BI Pro,Digital,Carlos Rodríguez,El Salvador,Mid Market,Manufactura Tica,4,881.78,3527.12,2805.24,721.88,20.47,3485.78,1.19
2025-04-25,TC-2025-10460,Friday,Consultoría de Datos,Data Maturity Assessment,Referidos,María Pérez,México,SMB,Tienda Electrónica SV,2,4310.54,8621.08,3238.48,5382.6,62.44,8139.89,5.91
2025-04-25,TC-2025-10461,Friday,Soporte & Mantenimiento,Soporte Técnico On-site,Partner,Luis Ramírez,México,Mid Market,Educativa Futuro,2,3059.21,6118.42,2110.3,4008.12,65.51,5466.5,11.93
2025-04-21,TC-2025-10462,Monday,Consultoría de Datos,Data Strategy & Roadmap,Digital,Valentina Torres,El Salvador,Mid Market,Hotel Cadena Pacífico,3,8371.61,25114.83,10070.07,15044.76,59.9,22184.16,13.21
2025-04-27,TC-2025-10463,Sunday,Análisis Predictivo,Segmentación de Clientes IA,Directo,Camila Jiménez,El Salvador,Mid Market,Cooperativa Agrícola Sur,1,10969.81,10969.81,4477.3,6492.51,59.19,9380.31,16.95
2025-04-27,TC-2025-10464,Sunday,Análisis Predictivo,Modelo de Churn Prediction,Digital,Luis Ramírez,El Salvador,SMB,Eventos Premium CO,1,16105.43,16105.43,5782.83,10322.6,64.09,14289.75,12.71
2025-04-23,TC-2025-10465,Wednesday,Soporte & Mantenimiento,Soporte Técnico On-site,Referidos,Ana Martínez,México,SMB,Academia Digital SV,2,2930.35,5860.7,1809.08,4051.62,69.13,5760.46,1.74
2025-04-26,TC-2025-10466,Saturday,Implementación BI,Looker Studio Pro,Directo,Andrés García,El Salvador,SMB,Tienda Electrónica SV,1,11564.24,11564.24,4125.79,7438.45,64.32,12901.51,-10.37
2025-04-24,TC-2025-10467,Thursday,Soporte & Mantenimiento,Dashboard Maintenance,Digital,Valentina Torres,Guatemala,Enterprise,Grupo Financiero Pacífico,3,1487.21,4461.63,1610.64,2850.99,63.9,4194.89,6.36
2025-04-25,TC-2025-10468,Friday,Análisis Predictivo,Forecasting de Ventas ML,Directo,Carlos Rodríguez,Colombia,SMB,Eventos Premium CO,1,15116.05,15116.05,5536.92,9579.13,63.37,12416.88,21.74
2025-04-27,TC-2025-10469,Sunday,Implementación BI,Dashboard Ejecutivo Custom,Digital,Sofía Hernández,México,SMB,Boutique Moda Latina,1,8285.69,8285.69,2870.13,5415.56,65.36,8941.39,-7.33
2025-04-23,TC-2025-10470,Wednesday,Soporte & Mantenimiento,SLA Premium 24/7,Directo,Roberto Morales,Costa Rica,SMB,Boutique Moda Latina,2,4013.65,8027.3,2247.6,5779.7,72.0,8125.41,-1.21
2025-04-22,TC-2025-10471,Tuesday,Capacitación Tech,Workshop Power BI Avanzado,Partner,Andrés García,Guatemala,SMB,Panadería Industrial GT,2,2118.59,4237.18,1262.38,2974.8,70.21,4327.07,-2.08
2025-04-21,TC-2025-10472,Monday,Consultoría de Datos,Data Governance Assessment,Directo,Camila Jiménez,El Salvador,Gobierno,INSAFORP El Salvador,1,6465.1,6465.1,2116.59,4348.51,67.26,5766.92,12.11
2025-04-24,TC-2025-10473,Thursday,Soporte & Mantenimiento,Dashboard Maintenance,Partner,Andrés García,El Salvador,Mid Market,Agroexport SA,1,1378.53,1378.53,507.61,870.92,63.18,1375.96,0.19
2025-04-25,TC-2025-10474,Friday,Consultoría de Datos,Data Strategy & Roadmap,Directo,Roberto Morales,Guatemala,SMB,Eventos Premium CO,2,8276.72,16553.44,6725.06,9828.38,59.37,15849.36,4.44
2025-04-21,TC-2025-10475,Monday,Capacitación Tech,Certificación BI Analista,Directo,Roberto Morales,Costa Rica,SMB,Servicios Técnicos CR,2,2909.37,5818.74,1861.76,3956.98,68.0,6137.31,-5.19
2025-04-23,TC-2025-10476,Wednesday,Capacitación Tech,Bootcamp Data Science,Directo,Roberto Morales,El Salvador,SMB,Transporte Rápido,2,4207.53,8415.06,2880.26,5534.8,65.77,8439.81,-0.29
2025-04-24,TC-2025-10477,Thursday,Soporte & Mantenimiento,Dashboard Maintenance,Partner,Andrés García,El Salvador,Mid Market,Importadora Centroam,2,1447.02,2894.04,995.3,1898.74,65.61,2843.32,1.78
2025-04-25,TC-2025-10478,Friday,Análisis Predictivo,Scoring de Crédito,Digital,Carlos Rodríguez,Colombia,Mid Market,Manufactura Tica,4,16504.04,66016.16,25245.44,40770.72,61.76,58515.57,12.82
2025-04-27,TC-2025-10479,Sunday,Análisis Predictivo,Scoring de Crédito,Directo,Roberto Morales,Guatemala,SMB,Tienda Electrónica SV,2,17327.7,34655.4,12476.82,22178.58,64.0,31071.17,11.54
2025-04-25,TC-2025-10480,Friday,Consultoría de Datos,Data Strategy & Roadmap,Digital,Carlos Rodríguez,Colombia,SMB,PyME Tech,2,8309.71,16619.42,5988.0,10631.42,63.97,15253.47,8.96
2025-04-24,TC-2025-10481,Thursday,Implementación BI,Dashboard Ejecutivo Custom,Directo,Valentina Torres,El Salvador,SMB,Consultora Local MX,1,7983.01,7983.01,3257.25,4725.76,59.2,9316.1,-14.31
2025-04-25,TC-2025-10482,Friday,Soporte & Mantenimiento,SLA Premium 24/7,Digital,María Pérez,México,Mid Market,Hotel Cadena Pacífico,4,3285.45,13141.8,4939.4,8202.4,62.41,12384.62,6.11
2025-04-25,TC-2025-10483,Friday,Análisis Predictivo,Segmentación de Clientes IA,Referidos,Andrés García,Costa Rica,SMB,Boutique Moda Latina,1,12761.37,12761.37,4607.67,8153.7,63.89,11714.07,8.94
2025-04-21,TC-2025-10484,Monday,Soporte & Mantenimiento,SLA Premium 24/7,Directo,Camila Jiménez,México,Enterprise,Energía Renovable SA,8,3376.32,27010.56,8879.92,18130.64,67.12,25937.34,4.14
2025-04-24,TC-2025-10485,Thursday,Análisis Predictivo,Segmentación de Clientes IA,Digital,Diego López,Guatemala,Mid Market,Educativa Futuro,2,11237.62,22475.24,9030.12,13445.12,59.82,20871.04,7.69
2025-04-26,TC-2025-10486,Saturday,Soporte & Mantenimiento,SLA Estándar,Directo,Ana Martínez,Colombia,Enterprise,Grupo Financiero Pacífico,2,1661.76,3323.52,1316.36,2007.16,60.39,3308.25,0.46
2025-04-24,TC-2025-10487,Thursday,Soporte & Mantenimiento,SLA Estándar,Directo,Luis Ramírez,México,Mid Market,Fintech Innova,2,1829.37,3658.74,1224.94,2433.8,66.52,3734.09,-2.02
2025-04-23,TC-2025-10488,Wednesday,Implementación BI,Tableau Implementation,Directo,Diego López,México,Mid Market,Agroexport SA,4,16443.16,65772.64,22268.76,43503.88,66.14,66882.38,-1.66
2025-04-26,TC-2025-10489,Saturday,Consultoría de Datos,Arquitectura de Datos,Digital,Carlos Rodríguez,El Salvador,Mid Market,Educativa Futuro,3,9379.22,28137.66,10071.18,18066.48,64.21,27678.77,1.66
2025-04-23,TC-2025-10490,Wednesday,Consultoría de Datos,Arquitectura de Datos,Partner,Camila Jiménez,México,SMB,PyME Tech,1,10589.9,10589.9,3620.18,6969.72,65.81,9037.94,17.17
2025-04-22,TC-2025-10491,Tuesday,Análisis Predictivo,Scoring de Crédito,Partner,María Pérez,Guatemala,Mid Market,Manufactura Tica,1,17960.5,17960.5,6499.98,11460.52,63.81,15128.23,18.72
2025-04-27,TC-2025-10492,Sunday,Capacitación Tech,Workshop SQL Avanzado,Directo,Ana Martínez,México,Enterprise,Aseguradora Continental,7,1921.13,13447.91,3651.06,9796.85,72.85,12937.74,3.94
2025-04-26,TC-2025-10493,Saturday,Análisis Predictivo,Segmentación de Clientes IA,Directo,María Pérez,México,Enterprise,Banco Central LATAM,2,12733.76,25467.52,9803.72,15663.8,61.51,22992.4,10.76
2025-04-27,TC-2025-10494,Sunday,Análisis Predictivo,Segmentación de Clientes IA,Digital,Luis Ramírez,Guatemala,SMB,Servicios Técnicos CR,1,11794.25,11794.25,4294.12,7500.13,63.59,9673.45,21.92
2025-04-26,TC-2025-10495,Saturday,Soporte & Mantenimiento,SLA Estándar,Digital,Valentina Torres,Colombia,Mid Market,Agencia Digital Norte,4,1976.04,7904.16,2347.96,5556.2,70.29,7769.41,1.73
2025-04-24,TC-2025-10496,Thursday,Soporte & Mantenimiento,SLA Premium 24/7,Partner,Sofía Hernández,Colombia,Enterprise,Constructora Progreso,5,3396.44,16982.2,6236.3,10745.9,63.28,17153.48,-1.0
2025-04-21,TC-2025-10497,Monday,Análisis Predictivo,Scoring de Crédito,Digital,Camila Jiménez,Guatemala,Enterprise,Farmacéutica Centroam,4,19109.75,76439.0,25390.36,51048.64,66.78,68366.97,11.81
2025-04-26,TC-2025-10498,Saturday,Soporte & Mantenimiento,SLA Premium 24/7,Directo,Valentina Torres,México,Mid Market,Fintech Innova,3,3431.72,10295.16,3465.84,6829.32,66.34,9352.85,10.08
2025-04-25,TC-2025-10499,Friday,Análisis Predictivo,Scoring de Crédito,Partner,Roberto Morales,México,Enterprise,Corporación Retail Max,4,17874.7,71498.8,27620.2,43878.6,61.37,60315.34,18.54
